dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.hibernate:hibernate-validator,org.postgresql:postgresql,20,148,245,0.14,0.08,0.14
org.hibernate:hibernate-validator,org.quartz-scheduler:quartz,28,148,143,0.19,0.2,0.2
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.slf4j:jul-to-slf4j,33,124,152,0.27,0.22,0.27
commons-collections:commons-collections,org.springframework:spring-aop,57,284,180,0.2,0.32,0.32
commons-collections:commons-collections,org.junit.jupiter:junit-jupiter-engine,34,284,334,0.12,0.1,0.12
javax.annotation:javax.annotation-api,org.apache.poi:poi,20,243,139,0.08,0.14,0.14
commons-dbcp:commons-dbcp,org.javassist:javassist,26,124,227,0.21,0.11,0.21
commons-dbcp:commons-dbcp,org.junit.vintage:junit-vintage-engine,9,124,119,0.07,0.08,0.08
io.netty:netty-handler,org.aspectj:aspectjweaver,14,119,170,0.12,0.08,0.12
org.apache.commons:commons-lang3,org.springframework:spring-aop,95,987,180,0.1,0.53,0.53
org.apache.commons:commons-lang3,org.junit.jupiter:junit-jupiter-api,100,987,286,0.1,0.35,0.35
org.awaitility:awaitility,org.eclipse.jetty:jetty-server,32,161,267,0.2,0.12,0.2
org.apache.curator:curator-framework,org.apache.logging.log4j:log4j-core,29,121,387,0.24,0.07,0.24
com.google.code.findbugs:jsr305,org.springframework:spring-tx,26,323,172,0.08,0.15,0.15
org.codehaus.jackson:jackson-core-asl,org.mockito:mockito-junit-jupiter,7,100,116,0.07,0.06,0.07
org.mockito:mockito-core,org.mongodb:mongo-java-driver,55,916,119,0.06,0.46,0.46
org.slf4j:jul-to-slf4j,org.slf4j:slf4j-jdk14,13,152,107,0.09,0.12,0.12
com.jcraft:jsch,org.openjdk.jmh:jmh-generator-annprocess,5,103,201,0.05,0.02,0.05
com.fasterxml.jackson.core:jackson-databind,org.hamcrest:hamcrest-all,93,841,237,0.11,0.39,0.39
ch.qos.logback:logback-core,org.slf4j:log4j-over-slf4j,42,225,122,0.19,0.34,0.34
org.openjdk.jmh:jmh-core,org.ow2.asm:asm,31,215,180,0.14,0.17,0.17
org.springframework:spring-aop,xerces:xercesImpl,25,180,111,0.14,0.23,0.23
com.sun.xml.bind:jaxb-impl,org.apache.logging.log4j:log4j-api,30,160,319,0.19,0.09,0.19
com.sun.xml.bind:jaxb-impl,javax.activation:activation,40,160,107,0.25,0.37,0.37
com.google.inject:guice,org.projectlombok:lombok,21,192,434,0.11,0.05,0.11
com.googlecode.json-simple:json-simple,org.slf4j:slf4j-api,95,154,1414,0.62,0.07,0.62
org.apache.kafka:kafka-clients,org.openjdk.jmh:jmh-core,25,162,215,0.15,0.12,0.15
jakarta.xml.bind:jakarta.xml.bind-api,org.apache.logging.log4j:log4j-api,32,114,319,0.28,0.1,0.28
jakarta.xml.bind:jakarta.xml.bind-api,org.junit.vintage:junit-vintage-engine,15,114,119,0.13,0.13,0.13
com.jayway.jsonpath:json-path,org.postgresql:postgresql,30,129,245,0.23,0.12,0.23
commons-lang:commons-lang,org.springframework.boot:spring-boot-starter-test,19,441,128,0.04,0.15,0.15
org.powermock:powermock-api-mockito2,org.powermock:powermock-module-junit4,98,104,203,0.94,0.48,0.94
org.apache.curator:curator-recipes,org.mongodb:mongo-java-driver,14,131,119,0.11,0.12,0.12
org.apache.curator:curator-recipes,org.springframework:spring-jdbc,27,131,219,0.21,0.12,0.21
com.google.code.gson:gson,org.reflections:reflections,59,666,173,0.09,0.34,0.34
com.google.code.gson:gson,org.apache.maven:maven-core,47,666,193,0.07,0.24,0.24
org.apache.thrift:libthrift,org.slf4j:slf4j-log4j12,47,104,521,0.45,0.09,0.45
org.apache.commons:commons-pool2,org.slf4j:jul-to-slf4j,24,118,152,0.2,0.16,0.2
net.java.dev.jna:jna,org.jsoup:jsoup,19,160,232,0.12,0.08,0.12
com.github.ben-manes.caffeine:caffeine,org.scala-lang:scala-library,20,111,173,0.18,0.12,0.18
org.apache.maven:maven-core,org.springframework.boot:spring-boot-starter-test,10,193,128,0.05,0.08,0.08
org.openjdk.jmh:jmh-generator-annprocess,org.testng:testng,24,201,288,0.12,0.08,0.12
com.google.guava:guava,org.mybatis:mybatis,63,1193,125,0.05,0.5,0.5
com.google.protobuf:protobuf-java,org.projectlombok:lombok,41,268,434,0.15,0.09,0.15
javax.activation:activation,org.apache.lucene:lucene-analyzers-common,9,107,109,0.08,0.08,0.08
javax.activation:activation,org.javassist:javassist,22,107,227,0.21,0.1,0.21
javax.xml.bind:jaxb-api,org.springframework:spring-tx,38,304,172,0.13,0.22,0.22
org.json:json,org.slf4j:jul-to-slf4j,18,228,152,0.08,0.12,0.12
org.aspectj:aspectjrt,org.json:json,12,111,228,0.11,0.05,0.11
commons-fileupload:commons-fileupload,org.apache.velocity:velocity,43,240,124,0.18,0.35,0.35
io.springfox:springfox-swagger-ui,org.slf4j:jul-to-slf4j,2,130,152,0.02,0.01,0.02
io.springfox:springfox-swagger-ui,org.eclipse.jetty:jetty-servlet,3,130,202,0.02,0.01,0.02
io.springfox:springfox-swagger-ui,joda-time:joda-time,15,130,380,0.12,0.04,0.12
org.apache.httpcomponents:httpclient,org.apache.zookeeper:zookeeper,102,680,193,0.15,0.53,0.53
org.apache.httpcomponents:httpclient,org.springframework:spring-aop,75,680,180,0.11,0.42,0.42
org.apache.commons:commons-compress,org.bouncycastle:bcpkix-jdk15on,44,239,154,0.18,0.29,0.29
commons-validator:commons-validator,org.slf4j:slf4j-simple,15,107,382,0.14,0.04,0.14
commons-validator:commons-validator,org.apache.velocity:velocity,17,107,124,0.16,0.14,0.16
io.netty:netty-all,org.apache.derby:derby,17,226,102,0.08,0.17,0.17
com.zaxxer:HikariCP,org.springframework:spring-test,33,147,339,0.22,0.1,0.22
org.junit.jupiter:junit-jupiter-params,org.springframework.security:spring-security-web,13,169,101,0.08,0.13,0.13
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.google.code.findbugs:jsr305,37,143,323,0.26,0.11,0.26
org.elasticsearch:elasticsearch,org.quartz-scheduler:quartz,24,122,143,0.2,0.17,0.2
org.apache.commons:commons-csv,org.mockito:mockito-core,63,130,916,0.48,0.07,0.48
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.slf4j:slf4j-jdk14,18,124,107,0.15,0.17,0.17
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.mockito:mockito-junit-jupiter,10,124,116,0.08,0.09,0.09
commons-collections:commons-collections,javax.annotation:javax.annotation-api,51,284,243,0.18,0.21,0.21
commons-collections:commons-collections,org.mockito:mockito-all,62,284,368,0.22,0.17,0.22
javax.annotation:javax.annotation-api,org.apache.commons:commons-text,33,243,183,0.14,0.18,0.18
javax.annotation:javax.annotation-api,org.apache.avro:avro,29,243,123,0.12,0.24,0.24
javax.mail:mail,org.springframework:spring-jdbc,50,157,219,0.32,0.23,0.32
org.slf4j:slf4j-jdk14,org.springframework:spring-web,21,107,292,0.2,0.07,0.2
commons-dbcp:commons-dbcp,org.powermock:powermock-api-mockito2,10,124,104,0.08,0.1,0.1
io.netty:netty-handler,org.junit.jupiter:junit-jupiter,7,119,153,0.06,0.05,0.06
io.netty:netty-handler,org.apache.avro:avro,17,119,123,0.14,0.14,0.14
org.apache.commons:commons-lang3,org.hsqldb:hsqldb,80,987,197,0.08,0.41,0.41
org.apache.commons:commons-lang3,org.apache.httpcomponents:httpclient,346,987,680,0.35,0.51,0.51
ch.qos.logback:logback-classic,org.springframework:spring-webmvc,102,703,264,0.15,0.39,0.39
org.apache.velocity:velocity,org.powermock:powermock-api-mockito2,9,124,104,0.07,0.09,0.09
commons-configuration:commons-configuration,io.dropwizard.metrics:metrics-core,29,149,156,0.19,0.19,0.19
org.codehaus.jackson:jackson-core-asl,org.slf4j:slf4j-log4j12,59,100,521,0.59,0.11,0.59
org.springframework:spring-beans,org.springframework:spring-orm,88,256,126,0.34,0.7,0.7
org.apache.derby:derby,org.slf4j:log4j-over-slf4j,8,102,122,0.08,0.07,0.08
javax.servlet:jstl,org.apache.maven.plugin-tools:maven-plugin-annotations,11,124,229,0.09,0.05,0.09
javax.servlet:jstl,joda-time:joda-time,41,124,380,0.33,0.11,0.33
com.beust:jcommander,org.springframework:spring-webmvc,8,100,264,0.08,0.03,0.08
com.jcraft:jsch,xerces:xercesImpl,17,103,111,0.17,0.15,0.17
org.openjdk.jmh:jmh-core,org.springframework:spring-beans,22,215,256,0.1,0.09,0.1
javax.servlet.jsp:jsp-api,org.springframework:spring-context-support,21,105,155,0.2,0.14,0.2
javax.servlet.jsp:jsp-api,org.yaml:snakeyaml,19,105,268,0.18,0.07,0.18
javax.servlet:javax.servlet-api,org.apache.logging.log4j:log4j-slf4j-impl,75,491,242,0.15,0.31,0.31
javax.servlet:javax.servlet-api,org.testcontainers:testcontainers,33,491,116,0.07,0.28,0.28
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,io.netty:netty-handler,16,110,119,0.15,0.13,0.15
org.eclipse.jetty:jetty-util,org.mongodb:mongo-java-driver,19,113,119,0.17,0.16,0.17
commons-beanutils:commons-beanutils,org.apache.logging.log4j:log4j-slf4j-impl,46,282,242,0.16,0.19,0.19
org.scala-lang:scala-library,org.springframework:spring-context-support,17,173,155,0.1,0.11,0.11
com.sun.xml.bind:jaxb-impl,org.mongodb:mongo-java-driver,9,160,119,0.06,0.08,0.08
com.sun.xml.bind:jaxb-impl,org.powermock:powermock-module-junit4,20,160,203,0.13,0.1,0.13
com.sun.xml.bind:jaxb-impl,org.springframework:spring-expression,21,160,115,0.13,0.18,0.18
com.google.inject:guice,org.awaitility:awaitility,13,192,161,0.07,0.08,0.08
com.google.inject:guice,org.apache.maven:maven-core,23,192,193,0.12,0.12,0.12
org.apache.poi:poi,org.projectlombok:lombok,30,139,434,0.22,0.07,0.22
joda-time:joda-time,org.apache.commons:commons-pool2,28,380,118,0.07,0.24,0.24
com.jayway.jsonpath:json-path,javax.servlet:javax.servlet-api,48,129,491,0.37,0.1,0.37
junit:junit,org.apache.poi:poi,89,2280,139,0.04,0.64,0.64
org.apache.maven:maven-artifact,org.slf4j:slf4j-api,75,125,1414,0.6,0.05,0.6
commons-lang:commons-lang,org.elasticsearch:elasticsearch,39,441,122,0.09,0.32,0.32
commons-lang:commons-lang,org.junit.jupiter:junit-jupiter-api,33,441,286,0.07,0.12,0.12
org.reflections:reflections,org.springframework:spring-beans,25,173,256,0.14,0.1,0.14
org.powermock:powermock-api-mockito2,org.slf4j:slf4j-jdk14,6,104,107,0.06,0.06,0.06
com.google.code.gson:gson,javax.servlet.jsp:jsp-api,34,666,105,0.05,0.32,0.32
com.google.code.gson:gson,org.springframework:spring-jdbc,68,666,219,0.1,0.31,0.31
com.google.code.gson:gson,org.junit.jupiter:junit-jupiter-engine,73,666,334,0.11,0.22,0.22
org.apache.commons:commons-pool2,org.apache.maven:maven-core,9,118,193,0.08,0.05,0.08
net.java.dev.jna:jna,org.freemarker:freemarker,17,160,153,0.11,0.11,0.11
net.java.dev.jna:jna,org.powermock:powermock-api-mockito2,10,160,104,0.06,0.1,0.1
org.slf4j:slf4j-api,xerces:xercesImpl,75,1414,111,0.05,0.68,0.68
io.springfox:springfox-swagger2,org.jsoup:jsoup,10,143,232,0.07,0.04,0.07
org.slf4j:log4j-over-slf4j,org.springframework:spring-aop,22,122,180,0.18,0.12,0.18
org.bouncycastle:bcprov-jdk15on,org.springframework:spring-web,35,196,292,0.18,0.12,0.18
org.bouncycastle:bcprov-jdk15on,org.glassfish.jaxb:jaxb-runtime,38,196,145,0.19,0.26,0.26
commons-logging:commons-logging,org.junit.vintage:junit-vintage-engine,27,369,119,0.07,0.23,0.23
com.google.guava:guava,org.awaitility:awaitility,90,1193,161,0.08,0.56,0.56
com.google.guava:guava,org.apache.kafka:kafka-clients,106,1193,162,0.09,0.65,0.65
org.quartz-scheduler:quartz,org.reflections:reflections,16,143,173,0.11,0.09,0.11
javax.activation:activation,log4j:log4j,36,107,487,0.34,0.07,0.34
javax.xml.bind:jaxb-api,org.powermock:powermock-module-junit4,45,304,203,0.15,0.22,0.22
org.projectlombok:lombok,org.slf4j:slf4j-jdk14,16,434,107,0.04,0.15,0.15
javax.servlet:servlet-api,joda-time:joda-time,64,266,380,0.24,0.17,0.24
org.apache.httpcomponents:httpclient,org.mockito:mockito-junit-jupiter,34,680,116,0.05,0.29,0.29
com.h2database:h2,org.apache.httpcomponents:httpcore,65,360,267,0.18,0.24,0.24
log4j:log4j,org.slf4j:slf4j-jdk14,24,487,107,0.05,0.22,0.22
log4j:log4j,redis.clients:jedis,57,487,183,0.12,0.31,0.31
org.apache.lucene:lucene-analyzers-common,org.apache.maven:maven-core,4,109,193,0.04,0.02,0.04
org.apache.commons:commons-compress,org.assertj:assertj-core,59,239,454,0.25,0.13,0.25
commons-validator:commons-validator,org.assertj:assertj-core,25,107,454,0.23,0.06,0.23
commons-io:commons-io,org.apache.thrift:libthrift,62,1050,104,0.06,0.6,0.6
org.hibernate.validator:hibernate-validator,org.springframework.boot:spring-boot-starter-web,12,102,140,0.12,0.09,0.12
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.zookeeper:zookeeper,19,143,193,0.13,0.1,0.13
commons-cli:commons-cli,commons-fileupload:commons-fileupload,43,376,240,0.11,0.18,0.18
org.springframework.boot:spring-boot-starter-web,org.springframework:spring-beans,32,140,256,0.23,0.13,0.23
commons-net:commons-net,org.slf4j:jul-to-slf4j,16,128,152,0.13,0.11,0.13
org.codehaus.groovy:groovy-all,org.hibernate.validator:hibernate-validator,4,117,102,0.03,0.04,0.04
commons-collections:commons-collections,org.testcontainers:testcontainers,27,284,116,0.1,0.23,0.23
org.apache.lucene:lucene-core,org.springframework:spring-core,36,137,339,0.26,0.11,0.26
org.apache.commons:commons-math3,org.testcontainers:testcontainers,14,180,116,0.08,0.12,0.12
com.thoughtworks.xstream:xstream,org.codehaus.plexus:plexus-utils,14,128,144,0.11,0.1,0.11
com.thoughtworks.xstream:xstream,org.springframework:spring-expression,21,128,115,0.16,0.18,0.18
commons-dbcp:commons-dbcp,javax.inject:javax.inject,21,124,186,0.17,0.11,0.17
io.netty:netty-handler,org.codehaus.plexus:plexus-utils,11,119,144,0.09,0.08,0.09
org.aspectj:aspectjweaver,org.springframework:spring-expression,37,170,115,0.22,0.32,0.32
org.apache.commons:commons-lang3,org.apache.commons:commons-pool2,71,987,118,0.07,0.6,0.6
org.apache.curator:curator-framework,org.powermock:powermock-module-junit4,25,121,203,0.21,0.12,0.21
com.google.code.findbugs:jsr305,org.springframework:spring-webmvc,33,323,264,0.1,0.13,0.13
ch.qos.logback:logback-classic,org.hamcrest:hamcrest-core,72,703,216,0.1,0.33,0.33
org.apache.velocity:velocity,org.ow2.asm:asm,11,124,180,0.09,0.06,0.09
commons-configuration:commons-configuration,org.hibernate:hibernate-validator,16,149,148,0.11,0.11,0.11
org.hamcrest:hamcrest-all,org.slf4j:slf4j-api,131,237,1414,0.55,0.09,0.55
org.apache.httpcomponents:httpmime,org.apache.thrift:libthrift,9,143,104,0.06,0.09,0.09
commons-httpclient:commons-httpclient,org.testng:testng,24,140,288,0.17,0.08,0.17
com.jcraft:jsch,io.netty:netty-handler,8,103,119,0.08,0.07,0.08
com.fasterxml.jackson.core:jackson-databind,org.springframework:spring-context,208,841,435,0.25,0.48,0.48
com.fasterxml.jackson.core:jackson-databind,org.ow2.asm:asm,61,841,180,0.07,0.34,0.34
ch.qos.logback:logback-core,org.bouncycastle:bcpkix-jdk15on,22,225,154,0.1,0.14,0.14
org.openjdk.jmh:jmh-core,org.springframework.boot:spring-boot-starter-web,11,215,140,0.05,0.08,0.08
org.postgresql:postgresql,org.springframework:spring-expression,24,245,115,0.1,0.21,0.21
javax.servlet:javax.servlet-api,org.hibernate:hibernate-validator,66,491,148,0.13,0.45,0.45
javax.validation:validation-api,org.hibernate:hibernate-validator,71,197,148,0.36,0.48,0.48
org.codehaus.plexus:plexus-utils,org.springframework:spring-context-support,14,144,155,0.1,0.09,0.1
javax.inject:javax.inject,log4j:log4j,44,186,487,0.24,0.09,0.24
com.fasterxml.jackson.core:jackson-core,io.dropwizard.metrics:metrics-core,72,532,156,0.14,0.46,0.46
com.fasterxml.jackson.core:jackson-core,org.glassfish.jaxb:jaxb-runtime,57,532,145,0.11,0.39,0.39
com.sun.xml.bind:jaxb-impl,javax.mail:mail,24,160,157,0.15,0.15,0.15
com.sun.xml.bind:jaxb-impl,org.apache.maven:maven-artifact,20,160,125,0.13,0.16,0.16
org.bouncycastle:bcpkix-jdk15on,org.freemarker:freemarker,17,154,153,0.11,0.11,0.11
org.apache.poi:poi,org.hsqldb:hsqldb,20,139,197,0.14,0.1,0.14
joda-time:joda-time,org.apache.ant:ant,31,380,152,0.08,0.2,0.2
com.googlecode.json-simple:json-simple,org.hamcrest:hamcrest-library,25,154,225,0.16,0.11,0.16
jakarta.xml.bind:jakarta.xml.bind-api,org.hibernate:hibernate-core,19,114,189,0.17,0.1,0.17
jakarta.xml.bind:jakarta.xml.bind-api,org.apache.maven:maven-artifact,25,114,125,0.22,0.2,0.22
com.jayway.jsonpath:json-path,org.codehaus.jackson:jackson-mapper-asl,14,129,154,0.11,0.09,0.11
com.jayway.jsonpath:json-path,org.springframework:spring-test,33,129,339,0.26,0.1,0.26
junit:junit,redis.clients:jedis,138,2280,183,0.06,0.75,0.75
org.apache.maven:maven-artifact,org.codehaus.plexus:plexus-utils,59,125,144,0.47,0.41,0.47
commons-lang:commons-lang,org.hamcrest:hamcrest-all,57,441,237,0.13,0.24,0.24
org.powermock:powermock-api-mockito2,org.springframework:spring-aop,12,104,180,0.12,0.07,0.12
mysql:mysql-connector-java,org.hibernate.validator:hibernate-validator,33,537,102,0.06,0.32,0.32
com.google.code.gson:gson,org.apache.commons:commons-math3,76,666,180,0.11,0.42,0.42
com.google.code.gson:gson,org.powermock:powermock-api-mockito2,44,666,104,0.07,0.42,0.42
org.apache.thrift:libthrift,org.junit.jupiter:junit-jupiter,2,104,153,0.02,0.01,0.02
com.alibaba:druid,org.apache.commons:commons-compress,18,148,239,0.12,0.08,0.12
com.alibaba:druid,org.hibernate:hibernate-entitymanager,7,148,108,0.05,0.06,0.06
commons-logging:commons-logging,org.yaml:snakeyaml,65,369,268,0.18,0.24,0.24
com.google.guava:guava,joda-time:joda-time,249,1193,380,0.21,0.66,0.66
com.google.protobuf:protobuf-java,org.apache.commons:commons-collections4,41,268,233,0.15,0.18,0.18
org.quartz-scheduler:quartz,org.slf4j:slf4j-jdk14,7,143,107,0.05,0.07,0.07
javax.activation:activation,org.aspectj:aspectjrt,7,107,111,0.07,0.06,0.07
org.apache.avro:avro,org.yaml:snakeyaml,38,123,268,0.31,0.14,0.31
org.apache.avro:avro,org.bouncycastle:bcprov-jdk15on,23,123,196,0.19,0.12,0.19
javax.xml.bind:jaxb-api,org.springframework.boot:spring-boot-starter-web,29,304,140,0.1,0.21,0.21
org.aspectj:aspectjrt,org.eclipse.jetty:jetty-server,26,111,267,0.23,0.1,0.23
org.aspectj:aspectjrt,org.hamcrest:hamcrest-all,10,111,237,0.09,0.04,0.09
io.springfox:springfox-swagger-ui,org.mockito:mockito-all,9,130,368,0.07,0.02,0.07
javax.servlet:servlet-api,org.springframework:spring-context-support,37,266,155,0.14,0.24,0.24
org.apache.poi:poi-ooxml,org.json:json,23,145,228,0.16,0.1,0.16
org.springframework:spring-context,org.springframework:spring-jdbc,171,435,219,0.39,0.78,0.78
commons-validator:commons-validator,org.slf4j:log4j-over-slf4j,15,107,122,0.14,0.12,0.14
io.netty:netty-all,org.springframework:spring-orm,17,226,126,0.08,0.13,0.13
cglib:cglib,org.apache.httpcomponents:httpmime,10,134,143,0.07,0.07,0.07
org.springframework.boot:spring-boot-starter-web,redis.clients:jedis,22,140,183,0.16,0.12,0.16
org.apache.commons:commons-csv,org.springframework.security:spring-security-web,13,130,101,0.1,0.13,0.13
org.apache.commons:commons-csv,org.hamcrest:hamcrest-all,15,130,237,0.12,0.06,0.12
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.mockito:mockito-all,29,124,368,0.23,0.08,0.23
commons-collections:commons-collections,io.netty:netty-handler,18,284,119,0.06,0.15,0.15
javax.annotation:javax.annotation-api,org.aspectj:aspectjrt,17,243,111,0.07,0.15,0.15
javax.annotation:javax.annotation-api,log4j:log4j,55,243,487,0.23,0.11,0.23
javax.mail:mail,org.apache.logging.log4j:log4j-core,28,157,387,0.18,0.07,0.18
org.apache.lucene:lucene-core,org.eclipse.jetty:jetty-webapp,25,137,166,0.18,0.15,0.18
org.apache.commons:commons-math3,org.slf4j:slf4j-jdk14,5,180,107,0.03,0.05,0.05
com.thoughtworks.xstream:xstream,org.springframework.boot:spring-boot-starter-web,6,128,140,0.05,0.04,0.05
org.eclipse.jetty:jetty-webapp,redis.clients:jedis,26,166,183,0.16,0.14,0.16
org.apache.zookeeper:zookeeper,org.eclipse.jetty:jetty-util,32,193,113,0.17,0.28,0.28
org.jsoup:jsoup,org.springframework:spring-aop,23,232,180,0.1,0.13,0.13
org.codehaus.jackson:jackson-core-asl,org.hamcrest:hamcrest-core,19,100,216,0.19,0.09,0.19
org.codehaus.jackson:jackson-core-asl,org.quartz-scheduler:quartz,18,100,143,0.18,0.13,0.18
javax.ws.rs:javax.ws.rs-api,org.junit.jupiter:junit-jupiter-params,17,137,169,0.12,0.1,0.12
org.springframework:spring-beans,org.springframework:spring-webmvc,131,256,264,0.51,0.5,0.51
org.hibernate:hibernate-entitymanager,org.mybatis:mybatis,10,108,125,0.09,0.08,0.09
commons-httpclient:commons-httpclient,org.junit.jupiter:junit-jupiter,11,140,153,0.08,0.07,0.08
com.beust:jcommander,org.slf4j:jul-to-slf4j,19,100,152,0.19,0.13,0.19
com.fasterxml.jackson.core:jackson-databind,commons-cli:commons-cli,153,841,376,0.18,0.41,0.41
com.squareup.okhttp3:okhttp,org.springframework.boot:spring-boot-starter-web,36,233,140,0.15,0.26,0.26
ch.qos.logback:logback-core,xerces:xercesImpl,11,225,111,0.05,0.1,0.1
com.fasterxml.jackson.core:jackson-annotations,org.apache.derby:derby,31,447,102,0.07,0.3,0.3
javax.servlet:javax.servlet-api,org.springframework:spring-core,152,491,339,0.31,0.45,0.45
org.apache.maven.plugin-tools:maven-plugin-annotations,org.hamcrest:hamcrest-all,20,229,237,0.09,0.08,0.09
org.codehaus.plexus:plexus-utils,org.hsqldb:hsqldb,15,144,197,0.1,0.08,0.1
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,commons-cli:commons-cli,26,110,376,0.24,0.07,0.24
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.testng:testng,16,110,288,0.15,0.06,0.15
com.fasterxml.jackson.core:jackson-core,org.slf4j:jul-to-slf4j,65,532,152,0.12,0.43,0.43
org.bouncycastle:bcpkix-jdk15on,org.projectlombok:lombok,29,154,434,0.19,0.07,0.19
org.apache.poi:poi,org.eclipse.jetty:jetty-server,21,139,267,0.15,0.08,0.15
org.apache.poi:poi,org.springframework:spring-context-support,29,139,155,0.21,0.19,0.21
com.googlecode.json-simple:json-simple,org.mockito:mockito-junit-jupiter,7,154,116,0.05,0.06,0.06
com.jayway.jsonpath:json-path,org.apache.curator:curator-framework,12,129,121,0.09,0.1,0.1
com.jayway.jsonpath:json-path,commons-configuration:commons-configuration,16,129,149,0.12,0.11,0.12
commons-codec:commons-codec,javax.servlet.jsp:jsp-api,48,596,105,0.08,0.46,0.46
commons-lang:commons-lang,org.apache.commons:commons-lang3,165,441,987,0.37,0.17,0.37
org.apache.hadoop:hadoop-common,org.hibernate:hibernate-core,7,140,189,0.05,0.04,0.05
org.apache.hadoop:hadoop-common,org.apache.zookeeper:zookeeper,54,140,193,0.39,0.28,0.39
org.junit.jupiter:junit-jupiter,org.mongodb:mongo-java-driver,4,153,119,0.03,0.03,0.03
com.alibaba:druid,commons-dbcp:commons-dbcp,18,148,124,0.12,0.15,0.15
com.alibaba:druid,org.codehaus.jackson:jackson-core-asl,9,148,100,0.06,0.09,0.09
com.alibaba:druid,commons-codec:commons-codec,43,148,596,0.29,0.07,0.29
com.github.ben-manes.caffeine:caffeine,org.apache.commons:commons-pool2,14,111,118,0.13,0.12,0.13
org.apache.maven:maven-plugin-api,org.hamcrest:hamcrest-core,33,264,216,0.13,0.15,0.15
org.apache.maven:maven-core,org.springframework.boot:spring-boot-starter-web,14,193,140,0.07,0.1,0.1
org.apache.maven:maven-core,org.scala-lang:scala-library,16,193,173,0.08,0.09,0.09
com.google.guava:guava,org.apache.commons:commons-csv,84,1193,130,0.07,0.65,0.65
com.google.protobuf:protobuf-java,commons-io:commons-io,131,268,1050,0.49,0.12,0.49
com.google.protobuf:protobuf-java,org.codehaus.jackson:jackson-mapper-asl,27,268,154,0.1,0.18,0.18
org.glassfish.jaxb:jaxb-runtime,xerces:xercesImpl,19,145,111,0.13,0.17,0.17
javax.xml.bind:jaxb-api,org.apache.kafka:kafka-clients,38,304,162,0.13,0.23,0.23
org.hsqldb:hsqldb,org.junit.jupiter:junit-jupiter,11,197,153,0.06,0.07,0.07
org.hsqldb:hsqldb,org.slf4j:slf4j-api,130,197,1414,0.66,0.09,0.66
org.json:json,org.reflections:reflections,27,228,173,0.12,0.16,0.16
org.assertj:assertj-core,org.springframework.security:spring-security-web,19,454,101,0.04,0.19,0.19
commons-fileupload:commons-fileupload,org.apache.curator:curator-recipes,14,240,131,0.06,0.11,0.11
io.springfox:springfox-swagger-ui,org.codehaus.jackson:jackson-mapper-asl,2,130,154,0.02,0.01,0.02
io.springfox:springfox-swagger-ui,org.junit.jupiter:junit-jupiter-api,10,130,286,0.08,0.03,0.08
com.h2database:h2,org.mockito:mockito-core,162,360,916,0.45,0.18,0.45
org.apache.commons:commons-collections4,org.jsoup:jsoup,38,233,232,0.16,0.16,0.16
org.apache.logging.log4j:log4j-api,org.hibernate.validator:hibernate-validator,20,319,102,0.06,0.2,0.2
org.apache.commons:commons-compress,org.codehaus.jackson:jackson-mapper-asl,34,239,154,0.14,0.22,0.22
commons-validator:commons-validator,org.apache.lucene:lucene-analyzers-common,14,107,109,0.13,0.13,0.13
com.zaxxer:HikariCP,org.apache.commons:commons-pool2,17,147,118,0.12,0.14,0.14
org.hamcrest:hamcrest-library,org.testng:testng,32,225,288,0.14,0.11,0.14
com.alibaba:fastjson,org.codehaus.jackson:jackson-core-asl,8,335,100,0.02,0.08,0.08
com.alibaba:fastjson,javax.servlet:jstl,17,335,124,0.05,0.14,0.14
commons-net:commons-net,org.slf4j:slf4j-api,83,128,1414,0.65,0.06,0.65
org.codehaus.groovy:groovy-all,org.openjdk.jmh:jmh-core,12,117,215,0.1,0.06,0.1
commons-collections:commons-collections,commons-httpclient:commons-httpclient,56,284,140,0.2,0.4,0.4
javax.mail:mail,org.junit.jupiter:junit-jupiter-api,9,157,286,0.06,0.03,0.06
com.thoughtworks.xstream:xstream,org.slf4j:slf4j-api,85,128,1414,0.66,0.06,0.66
commons-dbcp:commons-dbcp,javax.activation:activation,18,124,107,0.15,0.17,0.17
org.aspectj:aspectjweaver,org.mockito:mockito-core,63,170,916,0.37,0.07,0.37
org.awaitility:awaitility,org.springframework:spring-tx,21,161,172,0.13,0.12,0.13
org.junit.vintage:junit-vintage-engine,org.mockito:mockito-core,71,119,916,0.6,0.08,0.6
javax.ws.rs:javax.ws.rs-api,org.junit.jupiter:junit-jupiter-engine,23,137,334,0.17,0.07,0.17
javax.ws.rs:javax.ws.rs-api,org.testng:testng,32,137,288,0.23,0.11,0.23
com.jcraft:jsch,net.java.dev.jna:jna,16,103,160,0.16,0.1,0.16
