dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.apache.commons:commons-math3,org.springframework:spring-web,16,180,292,0.09,0.05,0.09
commons-dbcp:commons-dbcp,net.java.dev.jna:jna,7,124,160,0.06,0.04,0.06
io.netty:netty-handler,jakarta.xml.bind:jakarta.xml.bind-api,18,119,114,0.15,0.16,0.16
org.apache.curator:curator-framework,org.apache.maven:maven-core,5,121,193,0.04,0.03,0.04
com.google.code.findbugs:jsr305,org.codehaus.jackson:jackson-mapper-asl,33,323,154,0.1,0.21,0.21
com.google.code.findbugs:jsr305,org.openjdk.jmh:jmh-generator-annprocess,43,323,201,0.13,0.21,0.21
ch.qos.logback:logback-classic,commons-lang:commons-lang,117,703,441,0.17,0.27,0.27
org.codehaus.jackson:jackson-core-asl,org.springframework:spring-context-support,18,100,155,0.18,0.12,0.18
org.hamcrest:hamcrest-all,org.junit.jupiter:junit-jupiter-params,12,237,169,0.05,0.07,0.07
org.apache.httpcomponents:httpmime,org.apache.lucene:lucene-analyzers-common,15,143,109,0.1,0.14,0.14
com.beust:jcommander,org.springframework:spring-context,13,100,435,0.13,0.03,0.13
com.beust:jcommander,org.hamcrest:hamcrest-library,13,100,225,0.13,0.06,0.13
com.beust:jcommander,org.glassfish.jaxb:jaxb-runtime,10,100,145,0.1,0.07,0.1
com.jcraft:jsch,org.apache.logging.log4j:log4j-slf4j-impl,14,103,242,0.14,0.06,0.14
com.fasterxml.jackson.core:jackson-databind,org.openjdk.jmh:jmh-core,76,841,215,0.09,0.35,0.35
com.fasterxml.jackson.core:jackson-databind,junit:junit,602,841,2280,0.72,0.26,0.72
com.squareup.okhttp3:okhttp,org.apache.maven.plugin-tools:maven-plugin-annotations,16,233,229,0.07,0.07,0.07
ch.qos.logback:logback-core,com.sun.xml.bind:jaxb-impl,22,225,160,0.1,0.14,0.14
com.fasterxml.jackson.core:jackson-annotations,org.eclipse.jetty:jetty-webapp,66,447,166,0.15,0.4,0.4
com.fasterxml.jackson.core:jackson-annotations,com.fasterxml.jackson.core:jackson-databind,415,447,841,0.93,0.49,0.93
com.fasterxml.jackson.core:jackson-annotations,org.apache.httpcomponents:httpcore,129,447,267,0.29,0.48,0.48
javax.servlet.jsp:jsp-api,org.elasticsearch:elasticsearch,6,105,122,0.06,0.05,0.06
javax.servlet.jsp:jsp-api,org.slf4j:slf4j-jdk14,3,105,107,0.03,0.03,0.03
javax.servlet.jsp:jsp-api,org.apache.curator:curator-framework,7,105,121,0.07,0.06,0.07
javax.servlet.jsp:jsp-api,org.springframework:spring-beans,30,105,256,0.29,0.12,0.29
javax.servlet.jsp:jsp-api,org.apache.hadoop:hadoop-common,10,105,140,0.1,0.07,0.1
org.apache.maven.plugin-tools:maven-plugin-annotations,org.jsoup:jsoup,22,229,232,0.1,0.09,0.1
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-test,29,229,339,0.13,0.09,0.13
org.apache.ant:ant,org.springframework:spring-beans,24,152,256,0.16,0.09,0.16
org.scala-lang:scala-library,org.springframework:spring-aop,20,173,180,0.12,0.11,0.12
com.fasterxml.jackson.core:jackson-core,org.apache.lucene:lucene-core,51,532,137,0.1,0.37,0.37
com.sun.xml.bind:jaxb-impl,org.hamcrest:hamcrest-library,27,160,225,0.17,0.12,0.17
com.sun.xml.bind:jaxb-impl,org.mybatis:mybatis,10,160,125,0.06,0.08,0.08
com.sun.xml.bind:jaxb-impl,org.springframework:spring-web,42,160,292,0.26,0.14,0.26
com.google.inject:guice,javax.servlet.jsp:jsp-api,15,192,105,0.08,0.14,0.14
org.bouncycastle:bcpkix-jdk15on,org.hibernate:hibernate-core,14,154,189,0.09,0.07,0.09
org.apache.poi:poi,org.codehaus.groovy:groovy-all,19,139,117,0.14,0.16,0.16
org.apache.poi:poi,org.springframework:spring-webmvc,38,139,264,0.27,0.14,0.27
org.mockito:mockito-all,org.quartz-scheduler:quartz,23,368,143,0.06,0.16,0.16
com.googlecode.json-simple:json-simple,org.springframework:spring-context,27,154,435,0.18,0.06,0.18
com.googlecode.json-simple:json-simple,org.postgresql:postgresql,22,154,245,0.14,0.09,0.14
com.googlecode.json-simple:json-simple,org.openjdk.jmh:jmh-generator-annprocess,10,154,201,0.06,0.05,0.06
org.apache.kafka:kafka-clients,org.springframework:spring-core,27,162,339,0.17,0.08,0.17
com.jayway.jsonpath:json-path,org.apache.avro:avro,14,129,123,0.11,0.11,0.11
junit:junit,org.apache.lucene:lucene-core,111,2280,137,0.05,0.81,0.81
junit:junit,org.powermock:powermock-api-mockito2,83,2280,104,0.04,0.8,0.8
org.apache.logging.log4j:log4j-core,org.hibernate.validator:hibernate-validator,22,387,102,0.06,0.22,0.22
org.apache.maven:maven-artifact,org.hibernate.validator:hibernate-validator,6,125,102,0.05,0.06,0.06
mysql:mysql-connector-java,org.codehaus.jackson:jackson-mapper-asl,57,537,154,0.11,0.37,0.37
org.apache.hadoop:hadoop-common,org.hsqldb:hsqldb,16,140,197,0.11,0.08,0.11
org.apache.hadoop:hadoop-common,org.springframework:spring-beans,18,140,256,0.13,0.07,0.13
com.google.code.gson:gson,redis.clients:jedis,61,666,183,0.09,0.33,0.33
com.google.code.gson:gson,io.springfox:springfox-swagger2,38,666,143,0.06,0.27,0.27
net.java.dev.jna:jna,org.apache.commons:commons-lang3,76,160,987,0.48,0.08,0.48
net.java.dev.jna:jna,org.springframework:spring-expression,9,160,115,0.06,0.08,0.08
com.alibaba:druid,org.springframework:spring-context-support,26,148,155,0.18,0.17,0.18
com.alibaba:druid,org.eclipse.jetty:jetty-webapp,14,148,166,0.09,0.08,0.09
org.apache.maven:maven-plugin-api,org.easymock:easymock,29,264,179,0.11,0.16,0.16
io.springfox:springfox-swagger2,org.json:json,11,143,228,0.08,0.05,0.08
io.springfox:springfox-swagger2,org.awaitility:awaitility,6,143,161,0.04,0.04,0.04
io.springfox:springfox-swagger2,javax.inject:javax.inject,12,143,186,0.08,0.06,0.08
org.bouncycastle:bcprov-jdk15on,org.openjdk.jmh:jmh-generator-annprocess,19,196,201,0.1,0.09,0.1
commons-logging:commons-logging,org.springframework:spring-orm,34,369,126,0.09,0.27,0.27
com.google.guava:guava,javax.annotation:javax.annotation-api,145,1193,243,0.12,0.6,0.6
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.springframework:spring-tx,14,145,172,0.1,0.08,0.1
org.mockito:mockito-junit-jupiter,xerces:xercesImpl,7,116,111,0.06,0.06,0.06
javax.activation:activation,org.springframework:spring-web,24,107,292,0.22,0.08,0.22
javax.xml.bind:jaxb-api,org.slf4j:slf4j-simple,49,304,382,0.16,0.13,0.16
javax.xml.bind:jaxb-api,org.hamcrest:hamcrest-library,35,304,225,0.12,0.16,0.16
org.eclipse.jetty:jetty-server,org.springframework:spring-context-support,33,267,155,0.12,0.21,0.21
org.slf4j:jcl-over-slf4j,org.springframework:spring-jdbc,73,311,219,0.23,0.33,0.33
org.json:json,org.springframework:spring-beans,37,228,256,0.16,0.14,0.16
org.aspectj:aspectjrt,org.quartz-scheduler:quartz,21,111,143,0.19,0.15,0.19
io.springfox:springfox-swagger-ui,org.mongodb:mongo-java-driver,10,130,119,0.08,0.08,0.08
io.springfox:springfox-swagger-ui,org.mybatis:mybatis,21,130,125,0.16,0.17,0.17
org.apache.httpcomponents:httpclient,org.jsoup:jsoup,91,680,232,0.13,0.39,0.39
com.h2database:h2,javax.mail:mail,34,360,157,0.09,0.22,0.22
commons-io:commons-io,javax.servlet:servlet-api,123,1050,266,0.12,0.46,0.46
commons-io:commons-io,io.netty:netty-handler,57,1050,119,0.05,0.48,0.48
commons-io:commons-io,org.apache.logging.log4j:log4j-slf4j-impl,114,1050,242,0.11,0.47,0.47
cglib:cglib,ch.qos.logback:logback-classic,42,134,703,0.31,0.06,0.31
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.zaxxer:HikariCP,19,143,147,0.13,0.13,0.13
org.ow2.asm:asm,org.springframework:spring-context,35,180,435,0.19,0.08,0.19
org.apache.commons:commons-csv,org.apache.httpcomponents:httpclient,52,130,680,0.4,0.08,0.4
commons-dbcp:commons-dbcp,org.awaitility:awaitility,10,124,161,0.08,0.06,0.08
org.codehaus.jackson:jackson-core-asl,org.hibernate:hibernate-validator,17,100,148,0.17,0.11,0.17
javax.ws.rs:javax.ws.rs-api,org.yaml:snakeyaml,34,137,268,0.25,0.13,0.25
javax.servlet:jstl,org.mybatis:mybatis,19,124,125,0.15,0.15,0.15
commons-httpclient:commons-httpclient,org.apache.logging.log4j:log4j-core,36,140,387,0.26,0.09,0.26
com.jcraft:jsch,org.codehaus.jackson:jackson-mapper-asl,18,103,154,0.17,0.12,0.17
com.jcraft:jsch,org.junit.vintage:junit-vintage-engine,8,103,119,0.08,0.07,0.08
com.fasterxml.jackson.core:jackson-databind,org.eclipse.jetty:jetty-webapp,98,841,166,0.12,0.59,0.59
org.apache.commons:commons-text,org.junit.jupiter:junit-jupiter-params,24,183,169,0.13,0.14,0.14
org.apache.commons:commons-text,org.hamcrest:hamcrest-library,23,183,225,0.13,0.1,0.13
ch.qos.logback:logback-core,org.hamcrest:hamcrest,16,225,151,0.07,0.11,0.11
org.postgresql:postgresql,org.springframework:spring-tx,41,245,172,0.17,0.24,0.24
javax.servlet:javax.servlet-api,org.apache.maven:maven-artifact,33,491,125,0.07,0.26,0.26
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-webmvc,22,229,264,0.1,0.08,0.1
org.eclipse.jetty:jetty-util,org.freemarker:freemarker,14,113,153,0.12,0.09,0.12
org.antlr:antlr4-runtime,org.bouncycastle:bcpkix-jdk15on,10,109,154,0.09,0.06,0.09
com.sun.xml.bind:jaxb-impl,org.codehaus.plexus:plexus-utils,14,160,144,0.09,0.1,0.1
com.google.inject:guice,commons-configuration:commons-configuration,23,192,149,0.12,0.15,0.15
com.google.inject:guice,org.springframework:spring-aop,20,192,180,0.1,0.11,0.11
org.apache.poi:poi,org.slf4j:slf4j-simple,17,139,382,0.12,0.04,0.12
joda-time:joda-time,org.springframework:spring-context,103,380,435,0.27,0.24,0.27
commons-codec:commons-codec,org.apache.curator:curator-framework,50,596,121,0.08,0.41,0.41
junit:junit,org.springframework:spring-jdbc,179,2280,219,0.08,0.82,0.82
org.apache.logging.log4j:log4j-core,org.slf4j:slf4j-simple,56,387,382,0.14,0.15,0.15
org.apache.logging.log4j:log4j-core,org.codehaus.groovy:groovy-all,18,387,117,0.05,0.15,0.15
org.apache.logging.log4j:log4j-core,org.apache.maven:maven-core,26,387,193,0.07,0.13,0.13
org.apache.maven:maven-artifact,org.junit.jupiter:junit-jupiter-params,12,125,169,0.1,0.07,0.1
org.junit.jupiter:junit-jupiter-engine,org.springframework:spring-test,54,334,339,0.16,0.16,0.16
org.apache.curator:curator-recipes,org.hamcrest:hamcrest-core,11,131,216,0.08,0.05,0.08
com.google.code.gson:gson,org.apache.httpcomponents:httpclient,248,666,680,0.37,0.36,0.37
com.google.code.gson:gson,org.apache.kafka:kafka-clients,71,666,162,0.11,0.44,0.44
com.google.code.gson:gson,org.testng:testng,89,666,288,0.13,0.31,0.31
io.dropwizard.metrics:metrics-core,org.springframework:spring-web,28,156,292,0.18,0.1,0.18
org.apache.maven:maven-core,org.elasticsearch:elasticsearch,7,193,122,0.04,0.06,0.06
commons-logging:commons-logging,org.codehaus.jackson:jackson-mapper-asl,60,369,154,0.16,0.39,0.39
com.google.guava:guava,org.apache.commons:commons-math3,112,1193,180,0.09,0.62,0.62
com.google.guava:guava,org.slf4j:log4j-over-slf4j,89,1193,122,0.07,0.73,0.73
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.springframework:spring-jdbc,15,145,219,0.1,0.07,0.1
com.google.protobuf:protobuf-java,javax.ws.rs:javax.ws.rs-api,28,268,137,0.1,0.2,0.2
javax.xml.bind:jaxb-api,org.apache.curator:curator-framework,23,304,121,0.08,0.19,0.19
org.easymock:easymock,org.eclipse.jetty:jetty-util,21,179,113,0.12,0.19,0.19
org.hsqldb:hsqldb,org.mockito:mockito-core,86,197,916,0.44,0.09,0.44
commons-fileupload:commons-fileupload,org.openjdk.jmh:jmh-core,7,240,215,0.03,0.03,0.03
commons-fileupload:commons-fileupload,org.quartz-scheduler:quartz,47,240,143,0.2,0.33,0.33
io.springfox:springfox-swagger-ui,javax.activation:activation,7,130,107,0.05,0.07,0.07
org.apache.httpcomponents:httpclient,org.eclipse.jetty:jetty-webapp,99,680,166,0.15,0.6,0.6
com.h2database:h2,org.springframework:spring-expression,28,360,115,0.08,0.24,0.24
org.apache.commons:commons-compress,org.slf4j:jcl-over-slf4j,57,239,311,0.24,0.18,0.24
org.apache.commons:commons-compress,org.powermock:powermock-module-junit4,46,239,203,0.19,0.23,0.23
commons-validator:commons-validator,org.codehaus.jackson:jackson-core-asl,13,107,100,0.12,0.13,0.13
commons-validator:commons-validator,org.apache.httpcomponents:httpmime,19,107,143,0.18,0.13,0.18
commons-validator:commons-validator,org.eclipse.jetty:jetty-servlet,18,107,202,0.17,0.09,0.17
commons-io:commons-io,io.dropwizard.metrics:metrics-core,87,1050,156,0.08,0.56,0.56
io.netty:netty-all,mysql:mysql-connector-java,88,226,537,0.39,0.16,0.39
io.netty:netty-all,org.springframework:spring-expression,15,226,115,0.07,0.13,0.13
com.zaxxer:HikariCP,javax.validation:validation-api,18,147,197,0.12,0.09,0.12
org.javassist:javassist,org.springframework.boot:spring-boot-starter-test,12,227,128,0.05,0.09,0.09
cglib:cglib,org.mongodb:mongo-java-driver,12,134,119,0.09,0.1,0.1
cglib:cglib,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,13,134,124,0.1,0.1,0.1
org.junit.jupiter:junit-jupiter-params,org.mockito:mockito-all,12,169,368,0.07,0.03,0.07
org.elasticsearch:elasticsearch,org.slf4j:slf4j-log4j12,36,122,521,0.3,0.07,0.3
org.hamcrest:hamcrest-library,org.junit.jupiter:junit-jupiter,14,225,153,0.06,0.09,0.09
com.alibaba:fastjson,org.json:json,18,335,228,0.05,0.08,0.08
commons-net:commons-net,org.ow2.asm:asm,16,128,180,0.13,0.09,0.13
javax.annotation:javax.annotation-api,javax.servlet:javax.servlet-api,109,243,491,0.45,0.22,0.45
javax.annotation:javax.annotation-api,org.junit.jupiter:junit-jupiter-api,35,243,286,0.14,0.12,0.14
org.powermock:powermock-module-junit4,org.springframework:spring-context,46,203,435,0.23,0.11,0.23
org.apache.lucene:lucene-core,org.apache.maven:maven-artifact,7,137,125,0.05,0.06,0.06
com.thoughtworks.xstream:xstream,io.springfox:springfox-swagger-ui,10,128,130,0.08,0.08,0.08
org.hibernate:hibernate-core,org.testng:testng,26,189,288,0.14,0.09,0.14
org.apache.zookeeper:zookeeper,org.codehaus.jackson:jackson-core-asl,29,193,100,0.15,0.29,0.29
ch.qos.logback:logback-classic,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,53,703,143,0.08,0.37,0.37
org.apache.velocity:velocity,org.codehaus.groovy:groovy-all,22,124,117,0.18,0.19,0.19
commons-configuration:commons-configuration,org.apache.kafka:kafka-clients,19,149,162,0.13,0.12,0.13
org.codehaus.jackson:jackson-core-asl,org.junit.jupiter:junit-jupiter-api,12,100,286,0.12,0.04,0.12
javax.ws.rs:javax.ws.rs-api,org.apache.curator:curator-recipes,13,137,131,0.09,0.1,0.1
org.slf4j:jul-to-slf4j,org.slf4j:slf4j-simple,35,152,382,0.23,0.09,0.23
org.slf4j:jul-to-slf4j,org.springframework:spring-web,33,152,292,0.22,0.11,0.22
javax.servlet:jstl,org.openjdk.jmh:jmh-generator-annprocess,3,124,201,0.02,0.01,0.02
org.apache.httpcomponents:httpmime,org.codehaus.groovy:groovy-all,17,143,117,0.12,0.15,0.15
com.beust:jcommander,org.junit.jupiter:junit-jupiter-api,10,100,286,0.1,0.03,0.1
com.beust:jcommander,com.google.guava:guava,67,100,1193,0.67,0.06,0.67
com.fasterxml.jackson.core:jackson-databind,javax.inject:javax.inject,83,841,186,0.1,0.45,0.45
org.apache.commons:commons-text,org.apache.httpcomponents:httpmime,24,183,143,0.13,0.17,0.17
ch.qos.logback:logback-core,org.apache.maven.plugin-tools:maven-plugin-annotations,16,225,229,0.07,0.07,0.07
ch.qos.logback:logback-core,javax.activation:activation,10,225,107,0.04,0.09,0.09
com.fasterxml.jackson.core:jackson-annotations,org.mockito:mockito-junit-jupiter,28,447,116,0.06,0.24,0.24
javax.servlet.jsp:jsp-api,org.apache.thrift:libthrift,7,105,104,0.07,0.07,0.07
org.codehaus.plexus:plexus-utils,org.projectlombok:lombok,16,144,434,0.11,0.04,0.11
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.mongodb:mongo-java-driver,8,110,119,0.07,0.07,0.07
org.apache.ant:ant,org.apache.lucene:lucene-analyzers-common,20,152,109,0.13,0.18,0.18
org.apache.ant:ant,org.glassfish.jaxb:jaxb-runtime,20,152,145,0.13,0.14,0.14
commons-beanutils:commons-beanutils,org.apache.curator:curator-recipes,39,282,131,0.14,0.3,0.3
com.fasterxml.jackson.core:jackson-core,org.mongodb:mongo-java-driver,47,532,119,0.09,0.39,0.39
com.sun.xml.bind:jaxb-impl,org.json:json,24,160,228,0.15,0.11,0.15
com.sun.xml.bind:jaxb-impl,commons-collections:commons-collections,46,160,284,0.29,0.16,0.29
org.eclipse.jetty:jetty-servlet,org.mybatis.spring.boot:mybatis-spring-boot-starter,4,202,145,0.02,0.03,0.03
org.apache.logging.log4j:log4j-slf4j-impl,org.apache.poi:poi-ooxml,22,242,145,0.09,0.15,0.15
org.apache.logging.log4j:log4j-slf4j-impl,org.apache.velocity:velocity,15,242,124,0.06,0.12,0.12
org.bouncycastle:bcpkix-jdk15on,org.mongodb:mongo-java-driver,12,154,119,0.08,0.1,0.1
org.bouncycastle:bcpkix-jdk15on,org.testng:testng,21,154,288,0.14,0.07,0.14
org.apache.poi:poi,org.apache.poi:poi-ooxml,99,139,145,0.71,0.68,0.71
joda-time:joda-time,org.apache.hadoop:hadoop-common,52,380,140,0.14,0.37,0.37
joda-time:joda-time,org.hamcrest:hamcrest,27,380,151,0.07,0.18,0.18
com.googlecode.json-simple:json-simple,org.codehaus.groovy:groovy-all,14,154,117,0.09,0.12,0.12
com.jayway.jsonpath:json-path,org.codehaus.jackson:jackson-core-asl,8,129,100,0.06,0.08,0.08
com.jayway.jsonpath:json-path,org.junit.jupiter:junit-jupiter-api,19,129,286,0.15,0.07,0.15
commons-codec:commons-codec,org.apache.commons:commons-pool2,53,596,118,0.09,0.45,0.45
junit:junit,org.codehaus.groovy:groovy-all,92,2280,117,0.04,0.79,0.79
mysql:mysql-connector-java,org.reflections:reflections,48,537,173,0.09,0.28,0.28
com.google.code.gson:gson,javax.ws.rs:javax.ws.rs-api,56,666,137,0.08,0.41,0.41
org.easymock:easymock,org.hibernate:hibernate-entitymanager,16,179,108,0.09,0.15,0.15
org.easymock:easymock,org.slf4j:jul-to-slf4j,14,179,152,0.08,0.09,0.09
io.dropwizard.metrics:metrics-core,org.springframework:spring-context-support,13,156,155,0.08,0.08,0.08
io.dropwizard.metrics:metrics-core,io.netty:netty-handler,27,156,119,0.17,0.23,0.23
io.dropwizard.metrics:metrics-core,org.openjdk.jmh:jmh-core,31,156,215,0.2,0.14,0.2
io.springfox:springfox-swagger2,org.springframework:spring-context,36,143,435,0.25,0.08,0.25
io.springfox:springfox-swagger2,org.apache.logging.log4j:log4j-api,20,143,319,0.14,0.06,0.14
org.bouncycastle:bcprov-jdk15on,org.hibernate:hibernate-validator,13,196,148,0.07,0.09,0.09
org.bouncycastle:bcprov-jdk15on,org.junit.jupiter:junit-jupiter-engine,33,196,334,0.17,0.1,0.17
org.mockito:mockito-junit-jupiter,org.slf4j:slf4j-log4j12,13,116,521,0.11,0.02,0.11
org.glassfish.jaxb:jaxb-runtime,org.yaml:snakeyaml,29,145,268,0.2,0.11,0.2
javax.activation:activation,org.freemarker:freemarker,12,107,153,0.11,0.08,0.11
javax.activation:activation,javax.servlet.jsp:jsp-api,10,107,105,0.09,0.1,0.1
org.eclipse.jetty:jetty-server,org.slf4j:log4j-over-slf4j,37,267,122,0.14,0.3,0.3
org.assertj:assertj-core,org.springframework:spring-beans,54,454,256,0.12,0.21,0.21
org.assertj:assertj-core,org.springframework:spring-orm,20,454,126,0.04,0.16,0.16
commons-fileupload:commons-fileupload,org.springframework:spring-expression,37,240,115,0.15,0.32,0.32
commons-fileupload:commons-fileupload,org.apache.avro:avro,13,240,123,0.05,0.11,0.11
io.springfox:springfox-swagger-ui,org.slf4j:slf4j-log4j12,17,130,521,0.13,0.03,0.13
javax.servlet:servlet-api,org.apache.velocity:velocity,36,266,124,0.14,0.29,0.29
com.h2database:h2,org.mybatis:mybatis,35,360,125,0.1,0.28,0.28
com.h2database:h2,org.springframework:spring-test,93,360,339,0.26,0.27,0.27
org.apache.commons:commons-compress,org.springframework:spring-jdbc,33,239,219,0.14,0.15,0.15
commons-validator:commons-validator,org.freemarker:freemarker,16,107,153,0.15,0.1,0.15
commons-validator:commons-validator,jakarta.xml.bind:jakarta.xml.bind-api,7,107,114,0.07,0.06,0.07
commons-validator:commons-validator,org.reflections:reflections,18,107,173,0.17,0.1,0.17
commons-validator:commons-validator,xerces:xercesImpl,23,107,111,0.21,0.21,0.21
io.netty:netty-all,org.springframework.security:spring-security-web,10,226,101,0.04,0.1,0.1
com.zaxxer:HikariCP,org.powermock:powermock-api-mockito2,13,147,104,0.09,0.13,0.13
com.zaxxer:HikariCP,org.springframework:spring-expression,12,147,115,0.08,0.1,0.1
cglib:cglib,org.springframework:spring-context-support,25,134,155,0.19,0.16,0.19
cglib:cglib,org.hamcrest:hamcrest,11,134,151,0.08,0.07,0.08
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework:spring-orm,11,143,126,0.08,0.09,0.09
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework:spring-expression,20,143,115,0.14,0.17,0.17
org.elasticsearch:elasticsearch,org.json:json,12,122,228,0.1,0.05,0.1
org.hamcrest:hamcrest-library,org.springframework:spring-context,47,225,435,0.21,0.11,0.21
org.hamcrest:hamcrest-library,org.mybatis:mybatis,5,225,125,0.02,0.04,0.04
com.alibaba:fastjson,commons-validator:commons-validator,6,335,107,0.02,0.06,0.06
com.alibaba:fastjson,com.zaxxer:HikariCP,26,335,147,0.08,0.18,0.18
